timestamp,node_id,fcnt,sf,toa_teorico_ms,rssi,snr,frequency_mhz,delta_t_ms,observation,potential_collision
2026-06-03T07:01:59.087649529+00:00,4,66,7,97.536,-43,10.0,867.5,2.0,normal,False
2026-06-03T07:01:59.434243126+00:00,2,72,7,97.536,-45,10.8,867.5,346.6,normal,False
2026-06-03T07:02:03.088795328+00:00,1,79,7,97.536,-53,13.8,868.3,3654.6,normal,False
2026-06-03T07:02:04.917687490+00:00,4,67,7,97.536,-42,13.5,868.3,1828.9,normal,False
2026-06-03T07:02:07.373370734+00:00,1,80,7,97.536,-53,13.8,867.1,2455.7,normal,False
2026-06-03T07:02:12.391291045+00:00,2,74,7,97.536,-45,11.5,868.5,5017.9,normal,False
2026-06-03T07:02:12.392817930+00:00,4,68,7,97.536,-42,13.5,868.3,1.5,normal,False
2026-06-03T07:02:12.401724524+00:00,1,81,7,97.536,-53,13.5,867.3,8.9,normal,False
2026-06-03T07:02:12.862778048+00:00,3,71,7,97.536,-56,11.2,867.5,461.1,normal,False
2026-06-03T07:02:17.052617558+00:00,2,75,7,97.536,-44,9.5,867.5,4189.8,normal,False
2026-06-03T07:02:17.597778371+00:00,1,82,7,97.536,-54,13.8,867.7,545.2,normal,False
2026-06-03T07:02:19.749584671+00:00,3,72,7,97.536,-55,13.8,867.1,2151.8,normal,False
2026-06-03T07:02:21.937652320+00:00,1,83,7,97.536,-54,13.8,867.9,2188.1,normal,False
2026-06-03T07:02:23.435317804+00:00,2,76,7,97.536,-46,14.0,867.9,1497.7,normal,False
2026-06-03T07:02:25.083217995+00:00,3,73,7,97.536,-56,14.2,867.7,1647.9,normal,False
2026-06-03T07:02:25.531427484+00:00,4,70,7,97.536,-44,14.2,867.9,448.2,normal,False
2026-06-03T07:02:31.095596168+00:00,2,77,7,97.536,-45,10.5,868.5,5564.2,normal,False
2026-06-03T07:02:31.097097165+00:00,3,74,7,97.536,-56,13.8,867.7,1.5,normal,False
2026-06-03T07:02:31.362638081+00:00,4,71,7,97.536,-42,13.8,867.1,265.5,normal,False
2026-06-03T07:02:32.159561958+00:00,1,85,7,97.536,-53,11.5,867.5,796.9,normal,False
